category,method,outcome_name,outcome_col,spec,controls_requested,controls_used,coef_log_price,std_error,t_stat,p_value,n_obs,n_store_upc_clusters,n_weeks,first_stage_coef,first_stage_se,first_stage_t,first_stage_t2,cluster_type,fixed_effects
canned_soup,FE-IV,own_sales,y_own_log_sales,A_none,none,none,-0.2243711233433627,0.03610620265353892,-6.214198859302396,5.158715676856218e-10,6862202,32693,378,0.5370001217363348,0.005743343458596061,93.49956616865857,8742.168873727363,one-way,store_upc_id + week
canned_soup,FE-IV,own_sales,y_own_log_sales,B_ccount_only,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,-0.2846718385986785,0.035024735856547654,-8.127736916121835,4.440892098500626e-16,6704250,32692,377,0.535261621854699,0.005803128286310133,92.23673774667496,8507.615790148893,one-way,store_upc_id + week
canned_soup,FE-IV,own_sales,y_own_log_sales,C_plus_deal,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag,0.3906104642692043,0.03295006863307578,11.85461762216494,0.0,6704250,32692,377,0.4950567592748869,0.0059721262781646895,82.89455651413724,6871.507499675492,one-way,store_upc_id + week
canned_soup,FE-IV,own_sales,y_own_log_sales,D_plus_rival_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean,0.38546921604717854,0.033070986044921126,11.655812606360945,0.0,6704250,32692,377,0.49493308324462604,0.005991518791143503,82.60561311703177,6823.68731844073,one-way,store_upc_id + week
canned_soup,FE-IV,own_sales,y_own_log_sales,E_full_sensitivity,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing + cost_was_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing,-1.036147212547755,0.023230509939812547,-44.60286129027248,0.0,6704250,32692,377,0.4694316912700889,0.005779751473344717,81.22004785759945,6596.696173990746,one-way,store_upc_id + week
canned_soup,FE-IV,own_sales,y_own_log_sales,A_none,none,none,-0.2243711233433627,0.13873212379245328,-1.6172975458735679,0.1058140687890079,6862202,32693,378,0.5370001217363348,0.021789511411923215,24.64489045139803,607.3706253614098,two-way,store_upc_id + week
canned_soup,FE-IV,own_sales,y_own_log_sales,B_ccount_only,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,-0.2846718385986785,0.13616556064341456,-2.09063023905264,0.036561222889596845,6704250,32692,377,0.535261621854699,0.022221647264599333,24.087396198904163,580.2026556429827,two-way,store_upc_id + week
canned_soup,FE-IV,same_mfr_sales,y_same_mfr_log_sales,A_none,none,none,0.40429388296613544,0.049296721449482335,8.201232679955046,2.220446049250313e-16,6862202,32693,378,0.5370001217363348,0.005743343458596061,93.49956616865857,8742.168873727363,one-way,store_upc_id + week
canned_soup,FE-IV,same_mfr_sales,y_same_mfr_log_sales,B_ccount_only,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,0.10623035029298623,0.030450873670790902,3.4885813603070623,0.000485591016689213,6704250,32692,377,0.535261621854699,0.005803128286310133,92.23673774667496,8507.615790148893,one-way,store_upc_id + week
canned_soup,FE-IV,same_mfr_sales,y_same_mfr_log_sales,C_plus_deal,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag,0.28230696143469264,0.033304086685111464,8.47664624776807,0.0,6704250,32692,377,0.4950567592748869,0.0059721262781646895,82.89455651413724,6871.507499675492,one-way,store_upc_id + week
canned_soup,FE-IV,same_mfr_sales,y_same_mfr_log_sales,D_plus_rival_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean,0.2796518811562177,0.03340255182321087,8.372171163338853,0.0,6704250,32692,377,0.49493308324462604,0.005991518791143503,82.60561311703177,6823.68731844073,one-way,store_upc_id + week
canned_soup,FE-IV,same_mfr_sales,y_same_mfr_log_sales,E_full_sensitivity,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing + cost_was_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing,-0.007738752026724693,0.0333760448510321,-0.23186546102946604,0.8166425116158553,6704250,32692,377,0.4694316912700889,0.005779751473344717,81.22004785759945,6596.696173990746,one-way,store_upc_id + week
canned_soup,FE-IV,rival_mfr_sales,y_rival_mfr_log_sales,A_none,none,none,0.7085078540528955,0.0511840418882358,13.84235843663882,0.0,6862202,32693,378,0.5370001217363348,0.005743343458596061,93.49956616865857,8742.168873727363,one-way,store_upc_id + week
canned_soup,FE-IV,rival_mfr_sales,y_rival_mfr_log_sales,B_ccount_only,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,0.26397682151473595,0.006275298919922069,42.06601548122176,0.0,6704250,32692,377,0.535261621854699,0.005803128286310133,92.23673774667496,8507.615790148893,one-way,store_upc_id + week
canned_soup,FE-IV,rival_mfr_sales,y_rival_mfr_log_sales,C_plus_deal,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag,0.25892840217350854,0.006836523481095883,37.87427965244153,0.0,6704250,32692,377,0.4950567592748869,0.0059721262781646895,82.89455651413724,6871.507499675492,one-way,store_upc_id + week
canned_soup,FE-IV,rival_mfr_sales,y_rival_mfr_log_sales,D_plus_rival_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean,0.25542613662618147,0.006791119536917568,37.61178628025111,0.0,6704250,32692,377,0.49493308324462604,0.005991518791143503,82.60561311703177,6823.68731844073,one-way,store_upc_id + week
canned_soup,FE-IV,rival_mfr_sales,y_rival_mfr_log_sales,E_full_sensitivity,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing + cost_was_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing,0.219815881764238,0.007351306410998179,29.901607887732002,0.0,6704250,32692,377,0.4694316912700889,0.005779751473344717,81.22004785759945,6596.696173990746,one-way,store_upc_id + week
canned_soup,FE-IV,same_com_code_sales,y_same_com_code_log_sales,A_none,none,none,0.2945377960173556,0.05375262726460039,5.479505114558893,4.2651711940067116e-08,6862202,32693,378,0.5370001217363348,0.005743343458596061,93.49956616865857,8742.168873727363,one-way,store_upc_id + week
canned_soup,FE-IV,same_com_code_sales,y_same_com_code_log_sales,B_ccount_only,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,-0.18364591644036438,0.007512381089620688,-24.44576682805597,0.0,6704250,32692,377,0.535261621854699,0.005803128286310133,92.23673774667496,8507.615790148893,one-way,store_upc_id + week
canned_soup,FE-IV,same_com_code_sales,y_same_com_code_log_sales,C_plus_deal,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag,-0.17885164882874824,0.008068238962125147,-22.16737130225495,0.0,6704250,32692,377,0.4950567592748869,0.0059721262781646895,82.89455651413724,6871.507499675492,one-way,store_upc_id + week
canned_soup,FE-IV,same_com_code_sales,y_same_com_code_log_sales,D_plus_rival_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean,-0.18360838655596473,0.008125326992663462,-22.59704584464709,0.0,6704250,32692,377,0.49493308324462604,0.005991518791143503,82.60561311703177,6823.68731844073,one-way,store_upc_id + week
canned_soup,FE-IV,same_com_code_sales,y_same_com_code_log_sales,E_full_sensitivity,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing + cost_was_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing,-0.270379837079791,0.009029507604726195,-29.944028945528512,0.0,6704250,32692,377,0.4694316912700889,0.005779751473344717,81.22004785759945,6596.696173990746,one-way,store_upc_id + week
canned_soup,FE-IV,category_total_sales,y_category_total_log_sales,A_none,none,none,0.495601411322899,0.05527715144074019,8.965755260637986,0.0,6862202,32693,378,0.5370001217363348,0.005743343458596061,93.49956616865857,8742.168873727363,one-way,store_upc_id + week
canned_soup,FE-IV,category_total_sales,y_category_total_log_sales,B_ccount_only,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,-0.0025178551371469182,0.003961546458305145,-0.6355738001932012,0.5250542506417228,6704250,32692,377,0.535261621854699,0.005803128286310133,92.23673774667496,8507.615790148893,one-way,store_upc_id + week
canned_soup,FE-IV,category_total_sales,y_category_total_log_sales,C_plus_deal,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag,0.011181120072117093,0.004370135903086867,2.558529144189601,0.01051160086961267,6704250,32692,377,0.4950567592748869,0.0059721262781646895,82.89455651413724,6871.507499675492,one-way,store_upc_id + week
canned_soup,FE-IV,category_total_sales,y_category_total_log_sales,D_plus_rival_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean,0.006838663452007301,0.004358825032661339,1.5689235977044629,0.11666574261859064,6704250,32692,377,0.49493308324462604,0.005991518791143503,82.60561311703177,6823.68731844073,one-way,store_upc_id + week
canned_soup,FE-IV,category_total_sales,y_category_total_log_sales,E_full_sensitivity,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing + cost_was_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing,-0.06492444026216365,0.0050447286499263385,-12.869758666427312,0.0,6704250,32692,377,0.4694316912700889,0.005779751473344717,81.22004785759945,6596.696173990746,one-way,store_upc_id + week
canned_soup,FE-IV,own_pseudo_logit,y_own_pseudo_logit,A_none,none,none,0.0123666546980881,0.04222187522240108,0.29289686052425484,0.769600988615855,6704250,32692,377,0.5352805048900908,0.005808032538204932,92.1621050448743,8493.853606302444,one-way,store_upc_id + week
canned_soup,FE-IV,own_pseudo_logit,y_own_pseudo_logit,B_ccount_only,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,0.011362262399380381,0.042124868028959137,0.26972814233077924,0.7873694082664651,6704250,32692,377,0.535261621854699,0.005803128286310133,92.23673774667496,8507.615790148893,one-way,store_upc_id + week
canned_soup,FE-IV,own_pseudo_logit,y_own_pseudo_logit,C_plus_deal,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag,0.8300308718121269,0.04067920868469671,20.404302311917384,0.0,6704250,32692,377,0.4950567592748869,0.0059721262781646895,82.89455651413724,6871.507499675492,one-way,store_upc_id + week
canned_soup,FE-IV,own_pseudo_logit,y_own_pseudo_logit,D_plus_rival_cost,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean,0.8221618822912241,0.04080775850745682,20.14719534622295,0.0,6704250,32692,377,0.49493308324462604,0.005991518791143503,82.60561311703177,6823.68731844073,one-way,store_upc_id + week
canned_soup,FE-IV,own_pseudo_logit,y_own_pseudo_logit,E_full_sensitivity,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing + cost_was_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + deal_flag + rival_log_cost_mean + rival_log_price_mean + rival_deal_rate + price_was_missing,-1.069062860449943,0.024522013751517354,-43.59604685336221,0.0,6704250,32692,377,0.4694316912700889,0.005779751473344717,81.22004785759945,6596.696173990746,one-way,store_upc_id + week
